"collision","kəˈlɪʒ.ən","C2","noun","an accident that happens when two vehicles hit each other","çarpışma","crash, accident","There was a head-on <b>collision</b> on the highway.","The <b>collision</b> of two stars creates a huge explosion.","Koli Can","Kurye <b>Koli</b>leri taşırken <b>Can</b> (collision) havliyle motora bindi ama kavşakta feci bir <b>çarpışma</b> yaşadı."
"perversion","pəˈvɜː.ʃən","","noun","sexual behavior that is considered strange (or corruption of truth)","sapkınlık, saptırma","corruption, distortion","It is a gross <b>perversion</b> of justice.","He was accused of sexual <b>perversion</b>.","Pür Ver Şen","Adamın 'Bana <b>Pür</b> (saf) içki <b>Ver, Şen</b>lenelim' demesi, ortamda bir <b>sapkınlık</b> ve <b>saptırma</b> olarak algılandı."
"dichotomy","daɪˈkɒt.ə.mi","C2","noun","a difference between two completely opposite ideas or things","ikilik, zıtlık","division, contrast","There is a <b>dichotomy</b> between theory and practice.","The <b>dichotomy</b> of good and evil is a common theme.","Dika (Dike) Tamı (Tümü)","Mimar, 'Bu binanın <b>Dike</b>yi ile yatayı arasında büyük bir <b>ikilik</b> var, <b>Tamı</b> (dichotomy) (tümü) uyumsuz olmuş' dedi."
"pictorially","pɪkˈtɔː.ri.ə.li","","adv","using pictures","resimsel olarak, resimle","visually, graphically","The data is represented <b>pictorially</b>.","The book explains the concept <b>pictorially</b>.","Pik (Zirve) Tora (Töre)","Ressam, 'Zirvedeki (<b>Pik</b>) <b>Tora</b> (Töre) (pictorially) cinayetlerini <b>resimsel olarak</b> tuvale yansıttım' dedi."
"mausoleum","ˌmɔː.zəˈliː.əm","C2","noun","a building in which the bodies of dead people are buried","anıt mezar, mozole","tomb, crypt","We visited the Taj Mahal, which is a <b>mausoleum</b>.","The family has a private <b>mausoleum</b>.","Muz Alim","Ölen <b>Muz Alim</b>i (mausoleum) (muz uzmanı) için dev bir <b>anıt mezar</b> yaptırdılar."
"dedication","ˌded.ɪˈkeɪ.ʃən","C1","noun","the willingness to give a lot of time and energy to something","kendini adama, özveri","commitment, devotion","His <b>dedication</b> to his job is admirable.","Thank you for your hard work and <b>dedication</b>.","Dedi Keşen","Adam karısına 'Sana <b>kendini adama</b>nı <b>Dedi</b>m ama sen hala <b>Keşen</b> (dedication) (köşen) de oturuyorsun' diye sitem etti."
"stipulate","ˈstɪp.jə.leɪt","C2","verb","to say exactly how something must be or must be done","şart koşmak, sözleşmede belirtmek","specify, require","The contract <b>stipulate</b>s that rent must be paid on time.","The rules <b>stipulate</b> a dress code.","Stepula (Stepne) Et","Şoför, 'Sözleşmede yedek lastik yani <b>Stepne Et</b>me (stipulate) (bulundurma) zorunluluğunu <b>şart koşmuşlar</b>' dedi."
"unify","ˈjuː.nɪ.faɪ","C2","verb","to bring together; combine","birleştirmek, bütünleştirmek","unite, merge","The leader promised to <b>unify</b> the country.","We need a theory to <b>unify</b> these concepts.","Yuni (Yeni) Fay","Jeolog, '<b>Yeni Fay</b> (unify) hattı iki kıtayı yer altından <b>birleştiriyor</b>' dedi."
"odometer","əʊˈdɒm.ɪ.tər","C1","noun","a device in a vehicle that measures the distance it has traveled","kilometre sayacı","mileage counter","The car's <b>odometer</b> reads 100,000 miles.","Check the <b>odometer</b> before buying a used car.","Oda Metre","Emlakçı arabasıyla gezerken 'Bu araba <b>Oda</b> kadar yer yakıyor, <b>kilometre sayacı</b> (odometer) (oda metre) bozulmuş gibi sürekli artıyor' dedi."
"overall","ˌəʊ.vəˈrɔːl","B2","adv","in general rather than in particular","genel olarak, bütünüyle","generally, mostly","<b>Overall</b>, it was a good experience.","The <b>overall</b> cost was higher than expected.","Ovar Ol","Masör, 'Sırtını <b>Ovar Ol</b>ursam (overall) <b>genel olarak</b> rahatlarsın, <b>bütünüyle</b> gevşersin' dedi."
"hyphen","ˈhaɪ.fən","B2","noun","the symbol - used to join words","tire işareti","dash","Use a <b>hyphen</b> in compound words like 'well-known'.","You forgot the <b>hyphen</b> between the numbers.","Hayfın (Hayıflanmak)","Yazar, 'Bu kelimeyi neden bitişik yazdım' diye <b>Hayıf</b>lan (hyphen)ırken araya <b>tire işareti</b> koymayı unuttuğunu fark etti."
"arbitrary","ˈɑː.bɪ.trər.i","C2","adj","based on chance rather than being planned or based on reason","keyfi, rastgele","random, subjective","The choice of color was purely <b>arbitrary</b>.","He made an <b>arbitrary</b> decision without consulting us.","Abi Tır Arı","Şoför, '<b>Abi Tır</b>ın kasasına <b>Arı</b> (arbitrary) girmiş, ben de <b>rastgele</b>, <b>keyfi</b> bir yerde durup kaçtım' dedi."
"segfault","ˈseɡ.fɔːlt","","noun","short for segmentation fault (computer error)","segmentasyon hatası (bellek erişim hatası)","crash, error","My code keeps getting a <b>segfault</b>.","Debugging a <b>segfault</b> can be frustrating.","Sek Fol (Faul)","Futbolcu topa vururken ayağı <b>Sek</b>ti ve <b>Fol</b> (segfault) (faul) yaptı, hakem 'Bu bir <b>segmentasyon hatası</b> (kural hatası)' dedi."
"associated","əˈsəʊ.si.eɪ.tɪd","B2","adj","connected","ilişkili, bağlantılı","connected, related","There are risks <b>associated</b> with surgery.","He denied being <b>associated</b> with the group.","Aso Seyit","Kahvehanede <b>Aso</b> (As) atan <b>Seyit</b> (associated), kumar mafyasıyla <b>ilişkili</b> ve <b>bağlantılı</b> biriydi."
"preserve","prɪˈzɜːv","B2","verb","to keep something as it is","korumak, muhafaza etmek","protect, maintain","We must <b>preserve</b> our natural resources.","Salt is used to <b>preserve</b> food.","Püre Zırh","Aşçı, patates <b>Püre</b>sini soğumasın diye etrafına <b>Zırh</b> (preserve) örerek <b>muhafaza etti</b>."
"longer","ˈlɒŋ.ɡər","A2","adj","measuring a great distance from end to end (comparative)","daha uzun","more extended","This road is <b>longer</b> than the other one.","Can you stay a bit <b>longer</b>?","Langar (Lenger)","Balıkçı, 'Bu balık <b>Lenger</b> (longer) (büyük tepsi) tabağından bile <b>daha uzun</b>, sığmıyor' dedi."
"poltergeist","ˈpɒl.tə.ɡaɪst","","noun","a spirit or ghost that moves objects","nesneleri hareket ettiren hayalet","ghost, spirit","They claimed a <b>poltergeist</b> was haunting their house.","Furniture moving by itself is a sign of a <b>poltergeist</b>.","Paldır Gayst","Evdeki eşyalar <b>Paldır</b> küldür devrilince, adam 'Kesin bunu bir <b>Gay</b>st (poltergeist) (geist-ruh) yani <b>nesneleri hareket ettiren hayalet</b> yaptı' dedi."
"procrastinating","prəˈkræs.tɪ.neɪt.ɪŋ","C2","verb","delaying something that must be done","erteleme, oyalanma","delaying, stalling","Stop <b>procrastinating</b> and do your homework.","I am <b>procrastinating</b> instead of working.","Pırasa İnat","Çocuk <b>Pırasa</b> yememek için <b>İnat</b> (procrastinating) edip yemeği sürekli <b>erteliyor</b>, tabağıyla oynayarak <b>oyalanıyor</b>du."
"nonchalant","ˌnɒn.ʃəlˈɑːnt","C2","adj","behaving in a calm manner, not showing interest or worry","kayıtsız, umursamaz, soğukkanlı","indifferent, unconcerned","He was surprisingly <b>nonchalant</b> about winning the lottery.","She gave a <b>nonchalant</b> shrug.","Nan (Ekmek) Çalan","Fırından <b>Nan</b> (ekmek) <b>Çalan</b> (nonchalant) çocuk yakalanınca hiç korkmadı, çok <b>soğukkanlı</b> ve <b>umursamaz</b> davrandı."
"sulking","ˈsʌlk.ɪŋ","B2","verb","being silent and refusing to smile because you are angry","somurtma, küsme","pouting, brooding","He is <b>sulking</b> in his room because I took his phone.","Stop <b>sulking</b> and come join us.","Salkım","Çocuk istediği <b>Salkım</b> (sulking) üzümü alamayınca köşeye geçip <b>küstü</b> ve <b>somurtma</b>ya başladı."
"pouting","ˈpaʊt.ɪŋ","","verb","pushing the lower lip forward to show you are annoyed","dudak bükme, somurtma","sulking","The child was <b>pouting</b> after being scolded.","She sat in the corner, <b>pouting</b>.","Paut (Pot)","Basketbolcu attığı şut <b>Pot</b>adan (pouting) dönünce <b>dudak büküp somurttu</b>."
"spouse","spaʊs","C2","noun","a person's husband or wife","eş (karı veya koca)","partner, husband/wife","Employees can bring their <b>spouse</b> to the party.","He is grieving the loss of his <b>spouse</b>.","Si Paus (Paus-Mola)","İş adamı sekreterine 'Ben <b>Si</b> (bak), <b>Paus</b> (spouse) (mola) veriyorum, <b>eşim</b>le yemeğe çıkacağım' dedi."
"icy","ˈaɪ.si","B2","adj","covered in ice (or very unfriendly)","buzlu, buz gibi (veya soğuk tavırlı)","frozen, cold","Be careful, the roads are <b>icy</b>.","She gave him an <b>icy</b> stare.","Ay Si (Ay Gör)","Karda kayıp düşen adam '<b>Ay</b>! <b>Si</b> (icy) (gör) halimi, her yer <b>buzlu</b>!' diye bağırdı."
"term's end","tɜːmz end","B2","noun","the end of a fixed period of time (like a school term or contract)","dönem sonu, vade sonu","end of term, semester end","We have a big project due at the <b>term's end</b>.","The contract expires at the <b>term's end</b>.","Temiz End","Müdür, 'Bu <b>dönem sonu</b>nu <b>Temiz</b> bir <b>End</b> (term's end) (son) ile, yani borçsuz kapatalım' dedi."
"obscene","əbˈsiːn","C1","adj","offensive, rude, or shocking, usually because of being too obviously related to sex or showing sex","müstehcen, edebe aykırı, (mec.) iğrenç/fahiş","indecent, vulgar, offensive, shocking","He was arrested for making <b>obscene</b> phone calls.","It is <b>obscene</b> to spend such a huge amount of money on a meal.","Hapisin","Hakim sanığa 'Yaptığın bu <b>müstehcen</b> hareketin cezası <b>Hapisin</b> (obscene) dibidir!' dedi."
"obtain","əbˈteɪn","B2","verb","to get something, especially by asking for it, buying it, working for it, or producing it","elde etmek, edinmek","acquire, gain, secure, procure","In the second experiment, they <b>obtained</b> a very clear result.","Further information can be <b>obtained</b> from our website.","Hap Teyin","Hasta, iyileşmek için o mucizevi <b>Hap</b>ı <b>Teyin</b> (obtain) (teyze) den <b>elde etmek</b> zorundaydı."
"amicably","ˈæm.ɪ.kə.bli","C1","adv","in a friendly and peaceful manner","dostça, barışçıl bir şekilde","peaceably, agreeably","They decided to separate <b>amicably</b>.","The dispute was settled <b>amicably</b> out of court.","Emekli","İki <b>Emekli</b> (amicably) parkta oturup <b>dostça</b>, kavga etmeden sohbet ettiler."
"suppress","səˈpres","C1","verb","to end something by force or to prevent something from being seen or expressed","bastırmak, zaptetmek, gizlemek","repress, stifle, subdue","She could barely <b>suppress</b> a smile.","The uprising was ruthlessly <b>suppressed</b> by the army.","Süpür Es","Temizlikçi kadın, 'Bu tozu halının altına <b>Süpür</b>, <b>Es</b> (suppress) geç, kimse görmesin, olayı <b>gizle</b>' dedi."
"evaluate","ɪˈvæl.ju.eɪt","B2","verb","to judge or calculate the quality, importance, amount, or value of something","değerlendirmek, ölçmek","assess, appraise","It's impossible to <b>evaluate</b> these results without more data.","We need to <b>evaluate</b> the effectiveness of the new strategy.","Eve Lü (Lüfer) Et","Balıkçı karısına '<b>Eve Lü</b>fer ve <b>Et</b> (evaluate) götür, tadını <b>değerlendir</b>elim, hangisi güzelse onu satalım' dedi."
"redundant","rɪˈdʌn.dənt","C1","adj","unnecessary because it is more than is needed","gereksiz, fazlalık","unnecessary, superfluous","To keep the company alive, half the workforce was made <b>redundant</b>.","The phrase 'old antique' is <b>redundant</b>.","Rıdvan Dınt","Teknik direktör, '<b>Rıdvan</b>, topa <b>Dınt</b> (redundant) diye vurma, bu pas <b>gereksiz</b> ve <b>fazlalık</b> oldu' dedi."
"gloss","ɡlɒs","C1","noun/verb","to provide an explanation or to make something shiny","parlatmak, (kusuru) örtbas etmek","shine, luster","He tried to <b>gloss</b> over his mistake in the report.","The floor had a high <b>gloss</b> finish.","Gılas (Class)","Oto yıkamacı, 'Arabanı öyle bir <b>parlat</b>ırım ki tam <b>Gılas</b> (gloss) (class) görünür, tüm çizikleri <b>örtbas eder</b>' dedi."
"upholstery","ʌpˈhəʊl.stər.i","C1","noun","the cloth and padding that covers furniture","döşeme (koltuk vb.)","padding, covering","The sofa's <b>upholstery</b> was ruined by the cat.","We chose a durable leather <b>upholstery</b> for the chairs.","Hap Holsteri","Polis, koltuğun <b>döşeme</b>sini sökünce içine gizlenmiş <b>Hap</b> ve silah kılıfı yani <b>Holsteri</b> (upholstery) buldu."
"hurdle","ˈhɜː.dəl","C1","noun","a problem that you have to deal with before you can make progress","engel, mania","obstacle, barrier","Getting the loan was the biggest <b>hurdle</b> we faced.","She cleared every <b>hurdle</b> to become a champion.","Hurdalı","Yarışçı, pistteki <b>engel</b>i aşamayınca arabası <b>Hurdalı</b> (hurdle)ğa döndü."
"levitate","ˈlev.ɪ.teɪt","C2","verb","to rise and float in the air without any physical support","havaya yükselmek (sihir vb. ile)","float, hover","The magician made the assistant <b>levitate</b> above the stage.","In the dream, I could <b>levitate</b> effortlessly.","Levi Teyit","Sihirbaz <b>Levi</b>, uçabildiğini <b>Teyit</b> (levitate) etmek için seyircilerin önünde <b>havaya yükseldi</b>."
"arrogant","ˈær.ə.ɡənt","B2","adj","unpleasantly proud and behaving as if you are more important than others","kibirli, burnu havada","haughty, conceited","I found him to be rude and <b>arrogant</b>.","It was <b>arrogant</b> of her to assume she would win.","Ara Gant (Kanat)","Melek rolündeki oyuncu 'Beni <b>Ara</b>, <b>Gant</b> (arrogant) (kanat)larım var' diyerek <b>kibirli</b> bir şekilde böbürlendi."
"obedient","əˈbiː.di.ənt","B2","adj","doing what you are told to do","itaatkar, söz dinleyen","compliant, submissive","The dog was very <b>obedient</b> to its master.","He was an <b>obedient</b> student who never caused trouble.","O Badi (Body) End","Spor salonundaki <b>O Badi</b>ci (bodybuilder) çocuk antrenörüne karşı çok <b>itaatkar</b>dı, antrenmanı bitir deyince <b>End</b> (obedient) (son) verirdi."
"let alone","let əˈləʊn","C1","idiom","used to emphasize that something is more impossible than another thing","bırak ...-yı, ... şöyle dursun","much less, not to mention","He can't boil water, <b>let alone</b> cook a dinner.","I don't have a dollar, <b>let alone</b> a hundred.","Let Alan","Emlakçı, 'Bu <b>Let Alan</b>ı (let alone) (arsa) satılık değil, <b>bırakın</b> buraya ev yapmayı, çadır bile kuramazsınız!' dedi."
"chalk it up to","tʃɔːk ɪt ʌp tuː","C2","idiom","to explain the reason for something, usually a failure or mistake","...-e yormak, ...-e bağlamak","attribute to, credit to","We can <b>chalk it up to</b> experience and move on.","I <b>chalk it up to</b> bad luck that we missed the train.","Çok Kitap","Öğrenci sınavdan kalınca hoca 'Bunu <b>Çok Kitap</b> (chalk it up to) okumamana <b>bağlıyorum</b>, sebebini buna <b>yoruyorum</b>' dedi."
"exaggerate","ɪɡˈzædʒ.ə.reɪt","B2","verb","to make something seem larger, more important, better, or worse than it really is","abartmak","overstate, embellesh","Don't <b>exaggerate</b> the problem; it's quite simple.","He tends to <b>exaggerate</b> his achievements.","Eczacı Ret","<b>Eczacı</b>, 'Bu ilacı almazsan ölürsün' diye durumu <b>abarttı</b> ama hasta bu yalanı <b>Ret</b> (exaggerate) etti."
"duly noted","ˈdjuː.li ˈnəʊ.tɪd","C1","phrase","recorded or appreciated in an appropriate way (often used sarcastically)","gereği gibi not edildi, anlaşıldı","acknowledged","Your objection has been <b>duly noted</b>.","'I hate this place.' '<b>Duly noted</b>,' she replied.","Dullu Not","Sekreter, patronun 'O <b>Dullu</b> (duly) kadınla görüşeceğim' sözünü deftere <b>gereği gibi not etti</b>."
"grow a pair","ɡrəʊ ə peər","","idiom","to be brave or act like a man (vulgar slang)","cesur ol, erkek ol (argo)","toughen up, be brave","He needs to <b>grow a pair</b> and ask her out.","Stop complaining and <b>grow a pair</b>.","Kıro Öper","Arkadaşı çekingen çocuğa 'Hadi lan <b>Kıro Öper</b> (grow a pair) kızı, biraz <b>cesur ol, erkek ol</b>!' diye gaz verdi."
"duress","dʒuˈres","C2","noun","threats used to force a person to do something","baskı, zorlama","coercion, pressure","He signed the confession under <b>duress</b>.","The promise was extracted under <b>duress</b> and is invalid.","Durs (Ders)","Öğretmen öğrenciye 'Bu <b>Ders</b>i (duress) geçeceksin!' diye <b>baskı</b> yapınca çocuk ağladı."
"extend","ɪkˈstend","B2","verb","to offer or give something to someone","sunmak, uzatmak (teklif vb.)","offer, grant","I would like to <b>extend</b> a warm welcome to our guests.","The bank refused to <b>extend</b> credit to the company.","Eksten (Eski'den)","Bakkal, '<b>Eks</b>iden (extend) kalan borcunu ödersen sana yeniden veresiye <b>sunabilirim, uzatabilirim</b>' dedi."
"division of labor","dɪˈvɪʒ.ən əv ˈleɪ.bər","C1","noun","the assignment of different parts of a manufacturing process or task to different people","iş bölümü","specialization","Efficient <b>division of labor</b> increased our productivity.","In the household, the <b>division of labor</b> was equal.","Dövizyon Leyber","Patron, 'Dolar arttı, <b>Dövizyon</b> (division) oldu, artık bu fabrikadaki <b>Leyber</b> (labor) (işçiler) arasında sıkı bir <b>iş bölümü</b> yapacağız' dedi."
"unanimous","juːˈnæn.ɪ.məs","C1","adj","if a group of people are unanimous, they all agree about one particular matter","oybirliğiyle, hemfikir","united, agreed","The jury reached a <b>unanimous</b> verdict.","There was <b>unanimous</b> agreement on the proposal.","Yunan Muz","Konseydeki herkes <b>oybirliğiyle</b> karar verdi: 'Bu yıl sadece <b>Yunan Muz</b>u (unanimous) ithal edeceğiz, herkes <b>hemfikir</b>.'"
"dehumidifier","ˌdiː.hjuːˈmɪd.ɪ.faɪ.ər","C1","noun","a machine that removes moisture from the air","nem alma cihazı","dryer","We use a <b>dehumidifier</b> in the basement to prevent mold.","The <b>dehumidifier</b> filled up with water quickly.","De Hüda Fa","Adam <b>nem alma cihazı</b>nı görünce '<b>De Hüda</b>, <b>Fa</b> (dehumidifier) (fayda) etse bari, ev çok rutubetli' dedi."
"humidity","hjuːˈmɪd.ə.ti","B2","noun","the amount of water vapor in the air","nem, rutubet","moisture, dampness","The <b>humidity</b> is unbearable today.","High <b>humidity</b> can make the heat feel worse.","Hamidi","<b>Hamidi</b>ye (humidity) suyunu yere dökünce oda iyice <b>nem</b> ve <b>rutubet</b> oldu."
"amenable","əˈmiː.nə.bəl","C2","adj","willing to accept or be influenced by a suggestion","uysal, laftan anlayan, razı","cooperative, compliant","She might be more <b>amenable</b> to the idea if you explain it well.","He was <b>amenable</b> to changing the schedule.","Emin Abla","Mahalledeki <b>Emin Abla</b> (amenable) çok <b>uysal</b> ve <b>laftan anlayan</b> biridir, ne dersen 'peki' der."
"investigate","ɪnˈves.tɪ.ɡeɪt","B2","verb","to examine a crime, problem, statement, etc. carefully to discover the truth","soruşturmak, araştırmak","examine, explore","Police are beginning to <b>investigate</b> the cause of the fire.","We need to <b>investigate</b> further before deciding.","En Vestiyer Geyik","Dedektif, 'Bu oteldeki <b>En</b> büyük suçu <b>Vestiyer</b>deki <b>Geyik</b> (investigate) işledi' diyerek olayı <b>soruşturmaya</b> başladı."
"burglar","ˈbɜː.ɡlər","B1","noun","a person who illegally enters buildings and steals things","hırsız (ev/bina)","thief, robber","The <b>burglar</b> escaped through the window.","We installed an alarm to deter any potential <b>burglar</b>.","Böğürler","Ev sahibi, pencereden giren <b>hırsız</b>ı yakalayınca adam korkudan 'Vurmayın <b>Böğürler</b>ime (burglar)!' diye bağırdı."
"affair","əˈfeər","B2","noun","a sexual relationship, especially a secret one","ilişki (genelde yasak), mesele","relationship, matter","He admitted to having an <b>affair</b> with his colleague.","The government’s handling of the <b>affair</b> was criticized.","Aferin","Kocası sekreteriyle yasak <b>ilişki</b> yaşayınca karısı onu yakalayıp 'Sana da <b>Aferin</b> (affair) be!' diye bağırdı."
"barge","bɑːdʒ","C2","verb","to move forcefully or roughly","dodoslama dalmak, pat diye girmek","burst in, push","You can't just <b>barge</b> into my room like that!","He tended to <b>barge</b> through the crowd.","Borç","Alacaklı adam, kapıyı kırıp içeri <b>bodoslama daldı</b> ve '<b>Borç</b> (barge) paramı ver!' diye bağırdı."
"look after","lʊk ˈɑːf.tər","A2","phrasal verb","to take care of or be in charge of someone or something","göz kulak olmak, bakmak","take care of, tend","We promise to <b>look after</b> each other forever.","Could you <b>look after</b> my cat while I'm away?","Luk (Look-Bak) Aferin","Baba oğluna 'Kardeşine iyi <b>bak</b>, ona <b>göz kulak ol</b>, sana bir <b>Luk</b> (look) (bakış) atıp <b>Aferin</b> (after) diyeceğim' dedi."
"rationale","ˌræʃ.əˈnɑːl","C1","noun","the reasons or intentions that cause a particular set of beliefs or actions","gerekçe, mantıksal temel","reasoning, logic","I don't understand the <b>rationale</b> behind this decision.","The <b>rationale</b> for the new policy was explained clearly.","Reçel Al","Adam karısına 'Eve <b>Reçel Al</b> (rationale) dememin <b>mantıksal temel</b>i, kahvaltıda yiyecek bir şeyimizin olmamasıdır' dedi."
"compromised","ˈkɒm.prə.maɪzd","C1","adj","unable to function optimally; suspicion of being exposed or weakened","tehlikeye atılmış, şaibeli, bağışıklığı düşük","weakened, exposed","His immune system is <b>compromised</b>.","The secret mission was <b>compromised</b> by a leak.","Kamp Romiz (Römork)","Askeri <b>Kamp</b>taki <b>Römork</b> (compromised) patlayınca gizli operasyon <b>tehlikeye atılmış</b> oldu."
"bide one's time","baɪd wʌnz taɪm","C2","idiom","to wait patiently for a good opportunity to do something","uygun zamanı kollamak","wait, hold back","He decided to <b>bide his time</b> until the market improved.","I'm just going to <b>bide my time</b> and see what happens.","Baydı Vanz (Vans) Taym","Ayakkabıcı, 'Müşteriyi bu <b>Vans</b> (one's) ayakkabı çok <b>Baydı</b> (bide), indirim <b>Taym</b>ını (time) (zamanını) <b>kolluyor</b>' dedi."
"run errands","rʌn ˈer.əndz","B2","phrase","to go out to buy or do something","ayak işlerini halletmek, getir götür yapmak","do chores","I have to <b>run errands</b> this afternoon.","She spent the whole day <b>running errands</b> for her mother.","İren (İran)","Patron çalışanına 'Bugün <b>İren</b> (errands) (İran) konsolosluğuna git, vize için <b>ayak işlerini hallet</b>' dedi."
"cushion","ˈkʊʃ.ən","B2","noun/verb","to make the effect of a fall or hit less painful","yastık, (darbeyi) yumuşatmak","pad, soften","The soft grass helped to <b>cushion</b> his fall.","Savings can <b>cushion</b> the blow of losing a job.","Kışın","Adam '<b>Kışın</b> (cushion) buzda kayıp düşünce kıçımı korumak için pantolonuma <b>yastık</b> bağladım, darbeyi <b>yumuşattı</b>' dedi."
"occupation","ˌɒk.juˈpeɪ.ʃən","B1","noun","a person's job","meslek, iş","job, profession","Please state your name and <b>occupation</b>.","Writing is a solitary <b>occupation</b>.","Okup Eşen (Eşen Çayı)","Genç adam 'Benim <b>mesleğim</b> <b>Okup</b> (okuyup) <b>Eşen</b> (occupation) çayında turist gezdirmek' dedi."
"hazard","ˈhæz.əd","B2","noun","something that is dangerous and likely to cause damage","tehlike, risk","danger, risk","Smoking is a serious health <b>hazard</b>.|Wet floors are a safety <b>hazard</b>.","Hazar (Denizi)","Kaptan, '<b>Hazar</b> (hazard) denizinde fırtına büyük bir <b>tehlike</b> ve <b>risk</b> oluşturuyor' dedi."
"dead to rights","ded tuː raɪts","C2","idiom","with absolute proof of guilt","suçüstü, inkar edilemez kanıtla","caught red-handed","The police had him <b>dead to rights</b> on the robbery charge.","They caught the thief <b>dead to rights</b>.","Ded Turayts","Polis, hırsızı yakalayınca '<b>Ded</b>e, <b>Turayts</b> (rights) (turist) cüzdanını çalarken seni <b>suçüstü</b> yakaladık, inkar etme!' dedi."
"custody","ˈkʌs.tə.di","C1","noun","the state of being kept in prison, especially while waiting to go to court","gözaltı, velayet","detention, guardianship","The suspect is currently in police <b>custody</b>.|The parents are fighting over the <b>custody</b> of the child.","Kastı","Polis, 'Bu adamın devlete <b>Kastı</b> (custody) var, hemen <b>gözaltı</b>na alın!' dedi."
"rack one's brain","ræk wʌnz breɪn","C2","idiom","to think very hard","beyin patlatmak, kafa yormak","think hard, ponder","I had to <b>rack my brain</b> to remember his name.","Stop <b>racking your brain</b>; the answer is simple.","Rakı Bireyin","Adam meyhanede 'Bir <b>Bireyin</b> (brain) bu sorunu çözmesi için içip <b>Rakı</b> (rack) masasında <b>kafa yorması</b> lazım' dedi."
"accomplish","əˈkʌm.plɪʃ","B2","verb","to finish something successfully or to achieve something","başarmak, tamamlamak","achieve, fulfill","We have a lot to <b>accomplish</b> today.","She managed to <b>accomplish</b> her goal within a year.","E Kamp Leş","Komutan askerlere 'Eğer bu eğitim <b>Kamp</b>ını <b>Leş</b> (accomplish) gibi kokmadan bitirirseniz, görevi <b>başarmış</b> olursunuz' dedi."
"be all ears","biː ɔːl ɪəz|","C1","idiom","to be waiting with interest to hear what someone has to say","can kulağıyla dinlemek","listen attentively","Tell me what happened, I <b>am all ears</b>.","If you have a better idea, I<b>'m all ears</b>.","Bir Ol İyiyiz (Ears)","Toplantıda herkes sustu ve başkana 'Sen <b>Bir Ol</b>, biz <b>İyiyiz</b> (ears) (kulak kesildik), seni <b>can kulağıyla dinliyoruz</b>' mesajı verdi."
"persistence","pəˈsɪs.təns","C1","noun","the quality of being persistent, or the act of persisting","azim, sebat, ısrar","perseverance, tenacity","Her <b>persistence</b> finally paid off when she got the job.","<b>Persistence</b> is key to mastering a new language.","Porsis (Porsuk) Teneşir","Avcı, 'Bu <b>Porsu</b>k (persistence) o kadar inatçı ki, <b>Teneşir</b>e (tence) girene kadar mücadeleden vazgeçmez, büyük bir <b>azim</b> örneği' dedi."
"flaw","flɔː","B2","noun","a fault, mistake, or weakness","kusur, hata","defect, fault","There is a major <b>flaw</b> in your argument.","The diamond was perfect, without a single <b>flaw</b>.","Fıla (File)","Balıkçı 'Bu <b>File</b> (flaw) yırtık, balıklar kaçıyor, büyük bir <b>kusur</b> var' dedi."
"ventilate","ˈven.tɪ.leɪt","C1","verb","to cause fresh air to enter and move around a closed space","havalandırmak","air out, aerate","Open the windows to <b>ventilate</b> the room.","The room was poorly <b>ventilated</b>.","Beni T ile İt","Odadaki adam nefes alamayınca '<b>Beni</b> sedyeyle değil, <b>T</b> harfi şeklindeki pencereye doğru <b>İt</b> (ventilate) de biraz <b>havalandır</b>' dedi."
"deny","dɪˈnaɪ","B2","verb","to say that something is not true","inkar etmek, reddetmek","refuse, reject","He continued to <b>deny</b> the accusations.","You cannot <b>deny</b> the fact that he is talented.","Dön Ay","Kurt adam dolunaya bakıp 'Benim kurda <b>Dön</b>mem <b>Ay</b> (deny) yüzünden değil' diyerek gerçeği <b>inkar etti</b>."
"compensate","ˈkɒm.pen.seɪt","C1","verb","to pay someone money in exchange for something that has been lost or damaged","tazmin etmek, telafi etmek","reimburse, make up for","Nothing can <b>compensate</b> for the loss of a loved one.","The company will <b>compensate</b> you for the extra hours.","Kamyon Seyit","<b>Kamyon</b>cu <b>Seyit</b> (compensate), freni patlayıp dükkana girince tüm zararı cebinden <b>tazmin etmek</b> zorunda kaldı."
"capricious","kəˈprɪʃ.əs","C2","adj","changing mood or behaviour suddenly and unexpectedly","maymun iştahlı, dönek, kaprisli","fickle, unpredictable","Her <b>capricious</b> nature made her difficult to work with.","The weather here is <b>capricious</b> and changes hourly.","Kapri İçiz","Turist, 'Burada hava çok <b>dönek</b> ve <b>kaprisli</b>, bir bakıyorsun güneşli <b>Kapri</b> şortla geziyorsun, bir bakıyorsun donuyorsun, <b>İçiz</b> (capricious) (içimiz) titriyor' dedi."
"initiate","ɪˈnɪʃ.i.eɪt","C1","verb","to cause something to begin","başlatmak, önayak olmak","start, commence","Who will <b>initiate</b> the discussion?","The government plans to <b>initiate</b> a new health program.","İnişi Et","Paraşütçü, 'Hadi artık <b>İnişi Et</b> (initiate) de operasyonu <b>başlatalım</b>' diye komut verdi."
"fragile","ˈfrædʒ.aɪl","B2","adj","easily damaged, broken, or harmed","kırılgan, hassas","delicate, breakable","Be careful with that box; it's <b>fragile</b>.","The peace treaty is extremely <b>fragile</b>.","Fıraj (Flaş) İl","Fotoğrafçı 'Bu <b>Flaş</b>, <b>İl</b> (fragile) (pil) ile çalışır ve camı çok <b>kırılgan</b>dır, dikkat et' dedi."
